Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Unemployment_rate,Inflation_rate,GDP,ActualStatus,PredictedStatus
1,17,1,9003,1,1,120.0,1,38,37,5,9,131.4,1,0,0,1,1,1,23,0,18,19,18,11.894736842105264,13,13,13,12.923076923076923,15.5,2.8,-4.06,Graduate,Graduate
1,1,1,9238,1,1,132.0,1,37,37,9,5,135.9,0,0,0,1,0,0,18,0,6,11,5,12.4,6,7,6,13.0,9.4,-0.8,-3.12,Graduate,Graduate
1,17,4,9085,1,1,123.0,1,19,19,4,10,124.4,1,0,0,1,0,0,19,0,6,14,6,15.666666666666666,6,9,6,14.5,15.5,2.8,-4.06,Graduate,Graduate
1,17,2,9119,1,1,127.0,1,19,1,9,10,121.1,1,0,0,1,1,1,18,0,5,6,5,13.2,5,8,5,12.6,8.9,1.4,3.51,Enrolled,Graduate
1,1,5,9500,1,1,144.0,1,19,38,4,8,141.3,1,0,0,1,0,1,18,0,8,9,8,13.31,8,9,8,13.31,9.4,-0.8,-3.12,Graduate,Graduate
1,43,1,9556,1,1,140.0,1,37,37,9,9,128.0,1,0,0,0,0,0,32,0,7,7,0,0.0,8,8,0,0.0,10.8,1.4,1.74,Dropout,Dropout
2,17,5,9119,1,1,126.0,1,37,38,4,4,122.9,1,0,0,1,1,0,21,0,5,10,4,13.2,5,7,4,14.25,7.6,2.6,0.32,Enrolled,Graduate
1,39,1,9500,1,1,130.0,1,38,37,5,7,120.0,1,0,0,1,0,1,25,0,8,11,7,13.29,8,11,7,13.29,9.4,-0.8,-3.12,Enrolled,Graduate
1,17,1,9853,1,1,133.1,1,38,12,7,0,111.5,0,0,0,0,0,1,20,0,6,10,4,12.0,6,14,3,10.0,7.6,2.6,0.32,Dropout,Dropout
1,39,1,9991,0,1,120.0,1,38,38,5,7,146.2,0,0,0,1,0,0,27,0,5,10,3,12.333333333333334,5,10,3,10.666666666666666,11.1,0.6,2.02,Graduate,Enrolled
1,1,1,9147,1,1,132.0,1,38,37,7,7,131.3,1,0,0,1,0,0,18,0,5,8,4,12.0,5,8,4,12.25,9.4,-0.8,-3.12,Enrolled,Graduate
1,17,1,9119,1,1,130.0,1,1,3,4,2,123.0,0,0,0,1,1,0,18,0,5,10,1,10.0,5,7,0,0.0,9.4,-0.8,-3.12,Dropout,Dropout
1,1,2,9670,1,1,122.0,1,1,1,9,9,116.1,1,0,0,1,1,1,18,0,5,6,4,12.25,5,5,5,12.2,9.4,-0.8,-3.12,Dropout,Graduate
1,1,3,9500,1,1,141.0,1,19,19,9,7,131.7,1,0,0,1,0,1,19,0,7,10,7,13.605,8,11,8,12.33125,15.5,2.8,-4.06,Graduate,Graduate
1,7,1,9500,1,40,170.0,1,1,1,9,4,170.0,0,0,0,1,0,0,24,0,7,7,7,16.885714285714283,8,9,8,15.744444444444444,16.2,0.3,-0.92,Graduate,Graduate
1,1,1,9254,1,1,133.1,1,38,19,3,3,98.6,0,0,0,1,0,0,21,0,6,16,2,11.0,6,12,0,0.0,12.7,3.7,-1.7,Dropout,Dropout
2,39,1,8014,0,19,133.1,1,37,37,6,6,139.0,0,0,0,1,1,0,49,0,6,8,6,12.166666666666666,6,8,6,14.428571428571429,12.4,0.5,1.79,Graduate,Graduate
4,7,1,9500,1,40,130.0,1,37,37,3,3,130.0,1,0,0,1,0,0,32,0,7,16,4,13.625,7,8,7,12.6375,12.4,0.5,1.79,Enrolled,Graduate
1,1,1,9500,1,1,110.0,1,19,19,9,7,105.8,1,0,0,1,1,0,22,0,7,8,6,14.333333333333334,8,9,7,13.771428571428572,11.1,0.6,2.02,Graduate,Graduate
1,1,1,9085,1,1,131.0,1,37,37,90,90,137.0,0,0,0,1,0,0,18,0,5,5,5,14.0,5,6,5,15.4,7.6,2.6,0.32,Graduate,Graduate
1,17,1,9500,1,1,127.0,1,19,38,5,9,129.5,1,0,0,1,0,1,20,0,7,7,6,12.333333333333334,7,7,6,12.333333333333334,7.6,2.6,0.32,Graduate,Graduate
1,43,2,9670,1,1,125.0,1,38,19,4,3,106.6,1,0,0,1,0,0,20,0,6,7,6,11.5,6,10,4,10.571428571428571,10.8,1.4,1.74,Dropout,Dropout
1,17,1,9130,1,1,117.0,1,19,19,4,4,113.5,1,0,0,1,0,0,19,0,6,8,6,11.333333333333334,6,12,4,13.75,8.9,1.4,3.51,Dropout,Graduate
1,1,1,9670,1,1,130.0,1,1,1,0,0,119.5,0,0,0,0,1,0,19,0,5,5,0,0.0,6,0,0,0.0,9.4,-0.8,-3.12,Dropout,Dropout
1,1,2,9085,1,1,130.0,1,37,19,9,8,129.0,0,0,0,1,0,0,20,0,5,7,4,11.75,5,9,2,10.5,7.6,2.6,0.32,Enrolled,Enrolled
1,17,1,9003,1,1,119.0,1,37,37,4,6,113.2,0,0,1,1,0,0,20,0,6,8,6,13.333333333333334,6,8,5,14.0,11.1,0.6,2.02,Enrolled,Graduate
1,51,1,9147,1,1,116.0,1,3,3,2,2,115.2,0,0,1,1,1,0,32,0,7,16,3,12.0,8,10,3,10.333333333333334,8.9,1.4,3.51,Enrolled,Enrolled
1,1,1,9670,1,1,133.1,1,1,37,9,10,139.0,0,0,0,1,1,0,21,0,6,6,5,12.8,6,9,5,12.25,10.8,1.4,1.74,Enrolled,Graduate
2,39,1,9254,1,1,130.0,1,37,37,9,9,125.0,0,0,0,1,0,0,41,0,6,8,6,12.285714285714286,6,10,5,13.0,8.9,1.4,3.51,Graduate,Graduate
1,39,1,9773,1,12,120.0,1,1,1,9,9,129.8,1,0,0,1,1,0,52,0,6,7,5,13.0,6,6,6,15.0,9.4,-0.8,-3.12,Graduate,Graduate
1,17,1,9070,1,1,135.0,1,37,19,9,9,125.2,1,0,0,1,0,0,19,0,6,6,6,14.333333333333334,6,6,6,13.5,12.7,3.7,-1.7,Graduate,Graduate
2,39,1,9147,1,12,133.1,1,37,37,9,9,120.0,0,0,0,1,0,0,25,0,5,0,0,0.0,5,0,0,0.0,9.4,-0.8,-3.12,Dropout,Dropout
1,1,1,9500,1,1,136.0,1,19,19,4,7,136.0,0,0,0,1,0,1,19,0,7,7,7,14.014285714285714,8,8,8,15.35,13.9,-0.3,0.79,Graduate,Graduate
1,17,1,9147,1,1,126.0,1,37,37,4,7,116.9,0,0,0,1,1,1,19,0,5,12,3,11.666666666666666,5,10,3,11.666666666666666,12.7,3.7,-1.7,Enrolled,Enrolled
1,39,1,9773,1,1,140.0,1,34,37,0,0,102.5,0,0,0,1,0,0,26,0,6,8,4,11.75,6,12,0,0.0,7.6,2.6,0.32,Dropout,Dropout
1,1,2,9500,1,1,135.0,1,19,19,9,10,122.9,1,0,0,1,0,0,18,0,7,10,7,13.128,8,13,6,13.193333333333332,15.5,2.8,-4.06,Graduate,Graduate
1,39,1,9991,0,3,130.0,1,37,37,9,9,146.2,0,0,0,1,0,0,28,0,14,16,11,11.272727272727272,11,16,10,12.0,10.8,1.4,1.74,Graduate,Graduate
1,39,1,9003,1,1,100.0,1,1,3,9,10,120.0,0,0,1,0,1,0,44,0,7,14,4,12.0,6,16,0,0.0,15.5,2.8,-4.06,Dropout,Dropout
1,1,1,171,1,1,146.0,1,19,37,9,7,153.0,1,0,0,1,0,1,21,0,17,18,17,13.38888888888889,17,18,17,14.88888888888889,11.1,0.6,2.02,Graduate,Graduate
1,17,1,9070,1,1,136.0,1,38,19,7,7,121.7,1,0,0,1,0,0,18,0,6,6,2,13.0,6,6,0,0.0,12.4,0.5,1.79,Dropout,Dropout
1,39,1,9556,1,1,133.1,6,3,3,4,4,169.2,0,0,1,0,0,0,54,1,7,7,0,0.0,5,10,0,0.0,12.4,0.5,1.79,Dropout,Dropout
2,39,1,9254,1,1,130.0,1,37,37,4,7,120.0,1,0,0,1,0,0,34,0,6,7,5,12.4,6,8,5,12.8,9.4,-0.8,-3.12,Graduate,Graduate
1,39,1,9085,1,1,130.0,1,34,1,0,2,128.2,0,0,0,1,1,0,25,0,5,5,0,0.0,5,5,0,0.0,7.6,2.6,0.32,Dropout,Dropout
1,39,1,9130,1,10,133.1,1,12,36,90,90,128.2,0,0,0,0,1,1,30,0,5,13,0,0.0,5,5,0,0.0,9.4,-0.8,-3.12,Dropout,Dropout
1,39,1,9254,1,1,160.0,1,3,1,6,6,116.3,1,0,0,1,0,0,24,0,6,8,5,12.6,6,7,5,12.2,9.4,-0.8,-3.12,Graduate,Graduate
1,17,2,9147,1,1,134.0,1,37,19,9,8,126.3,1,0,0,1,0,1,18,0,5,8,5,11.8,5,10,5,11.6,16.2,0.3,-0.92,Graduate,Graduate
2,39,2,9003,1,19,133.1,1,38,19,4,1,110.0,0,0,0,0,1,0,32,0,8,12,2,11.5,7,9,0,0.0,15.5,2.8,-4.06,Dropout,Dropout
1,1,1,9085,1,1,139.0,1,3,4,2,2,130.6,0,0,0,1,0,0,18,0,5,12,5,12.8,5,10,5,11.857142857142858,9.4,-0.8,-3.12,Graduate,Graduate
1,39,1,9119,1,1,150.0,1,1,38,3,5,120.0,0,0,0,1,1,0,24,0,5,6,3,10.666666666666666,5,9,2,10.5,15.5,2.8,-4.06,Enrolled,Dropout
1,1,1,171,1,1,135.0,1,1,38,5,7,137.5,1,0,1,0,1,0,19,0,0,0,0,0.0,0,0,0,0.0,12.7,3.7,-1.7,Graduate,Dropout
1,43,1,9991,0,1,141.0,1,37,37,9,9,131.9,0,0,0,1,0,0,21,0,10,20,6,11.5,10,17,5,12.4,9.4,-0.8,-3.12,Dropout,Graduate
2,39,1,9556,1,19,133.1,1,37,38,9,9,123.0,0,0,0,1,0,0,31,0,7,13,6,11.833333333333334,7,8,7,12.228571428571428,12.4,0.5,1.79,Graduate,Dropout
2,39,1,9238,1,19,133.1,1,37,37,4,4,98.5,0,0,0,1,0,0,48,0,6,14,6,11.333333333333334,6,11,5,12.4,15.5,2.8,-4.06,Dropout,Dropout
1,17,3,9500,1,1,139.0,1,38,1,9,5,131.8,1,0,0,1,0,0,18,0,8,8,7,14.652857142857142,8,8,7,14.652857142857142,10.8,1.4,1.74,Graduate,Graduate
1,17,1,9070,1,1,132.0,1,37,38,9,7,138.0,0,0,0,1,1,1,18,0,6,6,6,13.666666666666666,6,6,6,12.0,12.4,0.5,1.79,Graduate,Graduate
1,43,1,9003,1,1,120.0,1,3,3,1,2,115.0,0,0,0,1,1,0,22,0,6,12,0,0.0,6,10,0,0.0,16.2,0.3,-0.92,Dropout,Dropout
1,1,3,9238,1,1,137.0,1,1,1,3,3,131.4,1,0,0,1,0,0,20,0,6,9,5,11.8,6,7,6,11.5,7.6,2.6,0.32,Graduate,Graduate
2,39,1,9991,0,19,133.1,1,19,39,5,3,121.7,0,0,1,0,0,0,31,0,5,7,0,0.0,5,7,0,0.0,16.2,0.3,-0.92,Dropout,Dropout
1,17,4,9147,1,1,125.0,1,19,19,5,5,118.0,1,0,0,1,0,0,19,0,5,7,5,13.6,5,6,5,12.2,8.9,1.4,3.51,Graduate,Graduate
1,1,1,171,1,1,136.0,1,37,19,5,8,129.0,1,0,0,1,1,1,19,0,0,0,0,0.0,0,0,0,0.0,13.9,-0.3,0.79,Graduate,Graduate
1,1,1,9500,1,1,136.0,1,1,19,9,9,131.5,0,0,0,1,0,1,20,0,7,8,6,13.863333333333337,8,9,7,14.178571428571429,11.1,0.6,2.02,Graduate,Graduate
1,18,1,8014,0,1,138.0,1,19,1,9,5,134.5,1,0,0,1,0,0,19,0,6,6,6,12.666666666666666,6,8,6,14.375,12.4,0.5,1.79,Graduate,Graduate
1,39,1,9991,0,1,110.0,1,37,37,9,9,121.8,0,0,0,0,1,0,36,0,5,5,0,0.0,5,5,0,0.0,12.7,3.7,-1.7,Dropout,Dropout
1,17,2,9238,1,1,133.0,1,1,37,7,9,127.4,1,0,0,1,0,1,18,0,6,8,6,12.25,6,7,6,11.857142857142858,12.7,3.7,-1.7,Graduate,Graduate
1,1,4,171,1,1,131.0,1,1,1,0,3,149.9,1,0,0,1,1,0,18,0,0,0,0,0.0,0,0,0,0.0,11.1,0.6,2.02,Graduate,Dropout
1,39,1,9773,1,19,100.0,1,37,37,0,0,128.0,1,0,0,1,1,0,28,0,6,7,6,13.166666666666666,6,6,6,13.666666666666666,7.6,2.6,0.32,Graduate,Graduate
1,1,1,9853,1,1,133.1,1,19,19,9,8,132.0,1,0,0,1,0,0,21,0,6,8,5,12.0,6,9,5,10.8,12.7,3.7,-1.7,Dropout,Enrolled
1,17,6,9773,1,1,141.0,1,37,37,5,5,127.7,1,0,0,1,1,0,18,0,6,6,6,15.166666666666666,6,6,6,14.833333333333334,9.4,-0.8,-3.12,Graduate,Graduate
1,1,4,9500,1,1,137.0,1,1,19,4,7,126.7,1,0,0,1,0,0,18,0,7,0,0,0.0,8,0,0,0.0,15.5,2.8,-4.06,Dropout,Dropout
1,17,4,9556,1,1,112.0,1,1,1,4,10,107.1,1,0,0,1,0,0,20,0,7,7,7,12.5,8,8,8,13.1375,12.4,0.5,1.79,Graduate,Graduate
1,1,4,9500,1,1,132.0,1,1,37,4,7,121.8,1,0,0,1,0,1,19,0,8,8,7,13.6,8,8,7,13.6,12.7,3.7,-1.7,Graduate,Graduate
1,1,3,9500,1,1,154.0,1,3,3,1,3,129.0,1,0,0,1,0,0,18,0,8,9,6,13.345,8,9,6,13.345,9.4,-0.8,-3.12,Enrolled,Graduate
1,1,1,9853,1,1,140.0,1,19,19,7,7,124.6,1,0,0,1,0,0,18,0,7,7,6,11.666666666666666,7,8,6,13.5,16.2,0.3,-0.92,Enrolled,Enrolled
1,1,1,9085,1,1,122.0,1,9,19,90,6,103.4,0,0,0,1,0,0,19,0,5,6,5,14.4,5,6,5,13.0,7.6,2.6,0.32,Graduate,Graduate
1,39,1,9119,1,1,160.0,1,38,37,7,7,129.0,0,0,0,1,1,0,24,0,5,9,0,0.0,5,8,2,14.5,7.6,2.6,0.32,Dropout,Dropout
1,43,1,9130,1,1,156.0,1,19,1,9,4,156.0,0,0,1,0,1,0,24,0,6,11,5,11.833333333333334,6,11,4,11.5,15.5,2.8,-4.06,Dropout,Dropout
1,1,1,9853,1,1,160.0,1,1,37,9,9,146.0,1,0,0,1,0,0,19,0,6,11,3,10.333333333333334,6,10,5,11.8,9.4,-0.8,-3.12,Enrolled,Enrolled
1,1,2,9500,1,1,145.0,1,37,1,9,4,138.8,1,0,0,1,0,1,18,0,7,7,6,12.95,7,7,6,12.95,7.6,2.6,0.32,Graduate,Graduate
1,43,1,9070,1,39,130.0,1,19,37,5,9,124.0,1,0,0,1,0,1,21,0,12,12,12,13.333333333333334,12,12,11,12.545454545454543,15.5,2.8,-4.06,Graduate,Graduate
